,ID,Test No,TB,Tem.,Inj. Back pressure,Cylinder,PumpType        (eg:CB18-16),No. of Plunger,No. of Lobe,Devolume ,Ratio,Plunger lift_mm,Injector  Type,Needle Lift,Armature lift,Nozzle Flow Rate_ cm3/30s@100bar,holes Num.,K/ks,DSP,Rail Type,Volume,PRT,RIT,"w/ PLV 
,26.0,2016/097,H1904,40.0,0.5,6.0,CPN2-18,2.0,3.0,4524.0, 1/2,15.0,CRIN3-18,0.3,,1050.0,8.0,k=0.5,0.201,HFR,30.0,1.2,1.2,w/PLV,MD1CE100,515.3,6.35,3.0,335.7,6.35,3.0,,,,,,,
,27.0,2016/097,H1904,40.0,0.5,6.0,CPN2-18,2.0,3.0,4524.0, 1/2,15.0,CRIN3-18,0.3,,910.0,8.0,k=0.5,0.187,HFR,30.0,1.2,1.2,w/PLV,MD1CE100,515.3,6.35,3.0,335.7,6.35,3.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RY,141.0,2014/092,H1906,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI1-16,0.85,35+4,400.0,7.0,Ks1.3,0.1328,HFR,17.4,no,no,w/o PCV&PLV,EDC17C81-2.10,204.0,3.0,6.35,318.0,3.0,6.35,,,,,,,
,142.0,2014/087,H1906,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI1-16,0.85,35+4,380.0,8.0,K=0,0.1311,HFR,17.36,no,no,w/o PCV&PLV,EDC17CV44-5.03,390.0,3.0,6.35,156.0,3.0,6.35,,,,,,,
,143.0,2014/086,H1908,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI1-16,0.85,35+4,300.0,7.0,K=0,0.1231,HFR,17.4,no,no,w/o PCV&PLV,EDC17CV44-5.03,276.0,3.0,6.35,226.0,3.0,6.35,,,,,,,
,144.0,2014/086,H1908,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI1-16,0.85,35+4,275.0,6.0,K=0,0.1274,HFR,17.4,no,no,w/o PCV&PLV,EDC17CV44-5.03,276.0,3.0,6.35,226.0,3.0,6.35,,,,,,,
,145.0,2014/084,H1903,40.0,0.5,6.0,CPN2-16,2.0,3.0,3619.0, 1/2,12.0,CRIN2-16,0.3,52+5,550.0,8.0,K=0,0.158,WFR,44.0,1.1,1.1,w/ PLV,EDC17CV44-5.03,505.0,4.0,8.0,283.6,4.0,8.0,,,,,,,
,146.0,2014/084,H1903,40.0,0.5,6.0,CPN2-16,2.0,3.0,3619.0, 1/2,12.0,CRIN2-16,0.3,52+5,600.0,8.0,K=0,0.165,WFR,44.0,1.1,1.1,w/ PLV,EDC17CV44-5.03,505.0,4.0,8.0,283.6,4.0,8.0,,,,,,,
,147.0,2014/084,H1903,40.0,0.5,6.0,CPN2-16,2.0,3.0,3619.0, 1/2,12.0,CRIN2-16,0.3,52+5,650.0,8.0,K=0,0.173,WFR,44.0,1.1,1.1,w/ PLV,EDC17CV44-5.03,505.0,4.0,8.0,283.6,4.0,8.0,,,,,,,
,148.0,2014/083,H1908,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI1-16,0.85,35+4,345.0,6.0,Ks1.3,0.1334,HFR,17.4,no,no,w/o PCV&PLV,EDC17C81-2.10,204.0,3.0,6.35,318.0,3.0,6.35,,,,,,,
,149.0,2014/083,H1908,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI1-16,0.85,35+4,400.0,7.0,K=0,0.1433,HFR,17.4,no,no,w/o PCV&PLV,EDC17C81-2.10,204.0,3.0,6.35,318.0,3.0,6.35,,,,,,,
,150.0,2014/082,H1903,40.0,0.5,4.0,CB28-18,2.0,3.0,2518.0, 1/2,9.5,CRIN2-16,0.25,52+5,465.0,7.0,Ks1.3,0.1434,HRF,19.0,0.85,0.85,w/ PLV,EDC17CV44-5.03,270.0,3.6,8.0,227.0,3.0,6.35,,,,,,,
,151.0,2014/078,H1908,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI1-16,0.85,35+4,300.0,6.0,K=0,0.1333,HFR,17.4,no,no,w/o PCV&PLV,EDC17CV44-5.003,276.0,3.0,6.35,226.0,3.0,6.35,,,,,,,
,152.0,2014/066,H1908,40.0,0.5,4.0,CP1H-18,3.0,1.0,843.0, 1/2,6.9,CRI1-18,0.87,34+4,805.0,8.0,Ks1.3,0.124,HRF,14.0,no,0.85,w/o PCV&PLV,EDC17C55-1.9,607.5,3.0,6.35,166.5,3.0,6.35,,,,,,,
,153.0,2014/066,H1908,40.0,0.5,4.0,CP1H-18,3.0,1.0,843.0, 1/2,6.9,CRI1-18,0.87,34+4,725.5,7.0,Ks1.3,0.125,HRF,14.0,no,0.85,w/o PCV&PLV,EDC17C55-1.9,607.5,3.0,6.35,166.5,3.0,6.35,,,,,,,
,154.0,2014/066,H1908,40.0,0.5,4.0,CP1H-18,3.0,1.0,843.0, 1/2,6.9,CRI1-18,0.87,34+4,765.0,7.0,Ks1.3,0.129,HRF,14.0,no,0.85,w/o PCV&PLV,EDC17C55-1.9,607.5,3.0,6.35,166.5,3.0,6.35,,,,,,,
,155.0,2014/060,H1908,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI1-16,0.85,35+4,355.0,7.0,K=0,0.1361,HFR,17.4,no,no,w/o PCV&PLV,EDC17C04_6.90,239.5,3.0,6.35,282.4,3.0,6.35,,,,,,,
,156.0,2014/060,H1908,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI1-16,0.85,35+4,325.0,6.0,K=0,0.1406,HFR,17.4,no,no,w/o PCV&PLV,EDC17C04_6.90,239.5,3.0,6.35,282.4,3.0,6.35,,,,,,,
,157.0,2014/054,H1906,40.0,0.5,4.0,CB28-18,2.0,3.0,2518.0, 1/2,9.5,CRIN2-16,0.3,52+5,525.0,8.0,Ks1.3,0.1421,HFR,19.0,0.85,0.85,w/ PLV,EDC17CV44-5.03,280.0,3.5,8.0,280.0,3.5,8.0,,,,,,,
,158.0,2014/053,H1908,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI1-16,0.85,35+4,380.0,8.0,K=0,0.1311,HFR,17.36,no,no,w/o PCV&PLV,EDC17CV44-5.03,390.0,3.0,6.35,156.0,3.0,6.35,,,,,,,
,159.0,2014/050,H1904,40.0,0.5,4.0,CP1H-16,3.0,3.0,843.0,0.6666666666666666,6.9,CRI2-16,0.85,40+4,420.0,8.0,K=0,0.1378,HFR,15.0,no,no,w/o PCV&PLV,EDC17CV44-5.03,480.0,3.0,6.35,230.0,3.0,6.35,,,,,,,
,160.0,2014/050,H1904,40.0,0.5,4.0,CP1H-16,3.0,3.0,843.0,0.6666666666666666,6.9,CRI2-16,0.85,40+4,420.0,8.0,Ks1.3,0.1274,HFR,15.0,no,no,w/o PCV&PLV,EDC17CV44-5.03,480.0,3.0,6.35,230.0,3.0,6.35,,,,,,,
,161.0,2014/048,H1906,40.0,0.5,4.0,CB28-18,2.0,3.0,2518.0, 1/2,9.5,CRIN2-16,0.25,52+5,500.0,8.0,Ks1.3,0.1384,HFR,19.0,0.85,0.85,w/ PLV,EDC17CV44-5.04,383.0,3.6,8.0,297.0,3.6,8.0,,,,,,,
,162.0,2014/045,H1906,40.0,0.5,4.0,CP1H-16,3.0,3.0,843.0,0.6666666666666666,6.9,CRI2-16,0.85,40+4,470.0,8.0,Ks1.3,0.135,HFR-16,22.0,no,0.85,w/o PCV&PLV,EDC17C08_4.40,424.0,3.0,6.35,179.5,3.0,6.35,,,,,,,
,163.0,2014/045,H1906,40.0,0.5,4.0,CP1H-16,3.0,3.0,843.0,0.6666666666666666,6.9,CRI2-16,0.85,40+4,470.0,7.0,Ks1.3,0.1442,HFR-16,22.0,no,0.85,w/o PCV&PLV,EDC17C08_4.40,424.0,3.0,6.35,179.5,3.0,6.35,,,,,,,
,164.0,2014/045,H1906,40.0,0.5,4.0,CP1H-16,3.0,3.0,843.0,0.6666666666666666,6.9,CRI2-16,0.85,40+4,440.0,7.0,Ks1.3,0.1395,HFR-16,22.0,no,0.85,w/o PCV&PLV,EDC17C08_4.40,424.0,3.0,6.35,179.5,3.0,6.35,,,,,,,
,165.0,2014/045,H1906,40.0,0.5,4.0,CP1H-16,3.0,3.0,843.0,0.6666666666666666,6.9,CRI2-16,0.85,40+4,440.0,8.0,Ks1.3,0.1306,HFR-16,22.0,no,0.85,w/o PCV&PLV,EDC17C08_4.40,424.0,3.0,6.35,179.5,3.0,6.35,,,,,,,
,166.0,2014/045,H1906,40.0,0.5,4.0,CP1H-16,3.0,3.0,843.0,0.6666666666666666,6.9,CRI2-16,0.85,40+4,440.0,8.0,K=0,0.1421,HFR-16,22.0,no,0.85,w/o PCV&PLV,EDC17C08_4.40,424.0,3.0,6.35,179.5,3.0,6.35,,,,,,,
,167.0,2014/044,H1904,40.0,0.5,6.0,CPN2-16BL,2.0,3.0,3619.0, 1/2,12.0,CRIN2-16,0.25,52+5,721.0,8.0,K=0,0.1828,HFR,44.0,1.1,1.1,w/ PCV,EDC17CV44-5.03,505.0,4.0,8.0,283.6,4.0,8.0,,,,,,,
,168.0,2014/041,H1904,40.0,0.5,6.0,CPN2-18,2.0,3.0,4524.0, 1/2,15.0,CRIN3-18,0.3,52+5,700.0,8.0,Zs0.5,0.164,HFRN-18,31.7,1.2,1.2,w/ PCV,EDC17CV44_5.03,519.5,3.5,8.0,300.0,3.5,8.0,,,,,,,
,169.0,2014/024,H1901,40.0,0.5,6.0,CB28-18,2.0,2.0,2032.0, 1/2,11.5,CRIN2-16,0.25,52+5,500.0,7.0,Ks1.3,0.161,HFR,27.0,1.1,1.1,w/ PLV,EDC17CV44-5.03,340.0,3.5,8.0,415.0,3.5,8.0,,,,,,,
,170.0,2014/018,H1901,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI1-16,0.85,35+4,400.0,6.0,K=0,0.1562,HFR,17.36,no,no,w/o PCV&PLV,EDC17C04,253.8,3.0,6.35,222.7,3.0,6.35,,,,,,,
,171.0,2014/017,H1906,40.0,0.5,4.0,CB08-16,1.0,3.0,704.0, 1/2,8.3,CRI1-16,0.85,35+4,330.0,7.0,Ks0,0.131,HFR,15.0,no,no,w/o PCV&PLV,EDC17C55-1.90,410.0,3.0,6.35,192.0,3.0,6.35,,,,,,,
,172.0,2014/017,H1906,40.0,0.5,4.0,CB08-16,1.0,3.0,704.0, 1/2,8.3,CRI1-16,0.85,35+4,300.0,7.0,Ks0,0.124,HFR,15.0,no,no,w/o PCV&PLV,EDC17C55-1.90,410.0,3.0,6.35,192.0,3.0,6.35,,,,,,,
,173.0,2014/017,H1906,40.0,0.5,4.0,CB08-16,1.0,3.0,704.0, 1/2,8.3,CRI1-16,0.85,35+4,300.0,6.0,Ks0,0.135,HFR,15.0,no,no,w/o PCV&PLV,EDC17C55-1.90,410.0,3.0,6.35,192.0,3.0,6.35,,,,,,,
,174.0,2014/016,H1906,40.0,0.5,6.0,CP3.3NH-18,3.0,1.0,1087.0,1.33,8.2,CRIN3-18,0.25,52+5,500.0,8.0,Zs0.5,0.152,HFRN-18,22.5,1.2,1.2,w/ PLV,EDC17CV44-5.04,524.0,3.6,8.0,300.0,3.6,8.0,,,,,,,
,175.0,2014/009,H1906,40.0,0.5,4.0,CB28-18,2.0,2.0,2032.0, 1/2,11.5,CRIN2-16,0.25,52+5,525.0,8.0,Ks1.3,0.1419,HFR,19.0,0.85,0.85,w/ PLV,EDC17CV44-5.04,383.0,3.6,8.0,297.0,3.6,8.0,,,,,,,
,176.0,2014/009,H1906,40.0,0.5,4.0,CB28-18,2.0,2.0,2032.0, 1/2,11.5,CRIN2-16,0.25,52+5,500.0,8.0,Ks1.3,0.1384,HFR,19.0,0.85,0.85,w/ PLV,EDC17CV44-5.04,383.0,3.6,8.0,297.0,3.6,8.0,,,,,,,
,177.0,2014/006,H1906,40.0,0.5,4.0,CB28-18,2.0,2.0,2032.0, 1/2,11.5,CRIN2-16,0.25,52+5,475.0,8.0,Ks1.3,0.1355,HFR,19.0,0.85,0.85,w/ PLV,EDC17CV44-5.04,383.0,3.6,8.0,297.0,3.6,8.0,,,,,,,
,178.0,2014/006,H1906,40.0,0.5,4.0,CB28-18,2.0,2.0,2032.0, 1/2,11.5,CRIN2-16,0.25,52+5,525.0,8.0,Ks0,0.1531,HFR,19.0,0.85,0.85,w/ PLV,EDC17CV44-5.04,383.0,3.6,8.0,297.0,3.6,8.0,,,,,,,
,179.0,2014/006,H1906,40.0,0.5,4.0,CB28-18,2.0,2.0,2032.0, 1/2,11.5,CRIN2-16,0.25,52+5,475.0,8.0,Ks0,0.1497,HFR,19.0,0.85,0.85,w/ PLV,EDC17CV44-5.04,383.0,3.6,8.0,297.0,3.6,8.0,,,,,,,
,180.0,2014/005,H1907,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI2-16,0.85,40+4,650.0,8.0,Zs0.5,0.1577,HFR,17.4,no,no,w/o PCV&PLV,EDC17C55-1.90,275.0,3.0,6.35,285.0,3.0,6.35,,,,,,,
yc,46.0,2016/050,H1901,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI14 S3,0.85,,430.0,6.0, K=0,0.1613,HFR,17.36,no,no,W/0,EDC17C63-2.20,260.0,3.0,6.35,218.0,3.0,6.35,,,,,,,
,47.0,2016/050,H1901,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI14 S3,0.85,,370.0,6.0, K=0,0.1496,HFR,17.36,no,no,W/0,EDC17C63-2.20,260.0,3.0,6.35,218.0,3.0,6.35,,,,,,,
,48.0,2016/044,H1902,40.0,0.5,4.0,CB18-14,2.0,3.0,1408.0, 1/2,8.3,CRI14 S3,0.85,,550.0,6.0,ZS.,0.168,HFR,19.0,no,no,,EDC17CV44,414.5,3.0,6.35,187.0,3.0,6.35,,,,,,,
,49.0,2016/044,H1902,40.0,0.5,4.0,CB18-14,2.0,3.0,1408.0, 1/2,8.3,CRI14 S3,0.85,,605.0,6.0,ZS.,0.176,HFR,19.0,no,no,,EDC17CV44,414.5,3.0,6.35,187.0,3.0,6.35,,,,,,,
,50.0,2016/043,H1906,40.0,0.5,6.0,CPN2-18,2.0,3.0,4524.0, 1/2,15.0,CRIN3-18 BL,0.3,45+—4,840.0,8.0,ZS.,0.18,HFR,25.0,1.2,1.2,w/ PLV,EDC17CV44/54,618.0,3.5,8.0,480.0,3.5,8.0,,,,,,,
,51.0,2016/043,H1906,40.0,0.5,6.0,CPN2-18,2.0,3.0,4524.0, 1/2,15.0,CRIN3-18 BL,0.3,45+—4,780.0,8.0,ZS.,0.173,HFR,25.0,1.2,1.2,w/ PLV,EDC17CV44/54,618.0,3.5,8.0,480.0,3.5,8.0,,,,,,,
,52.0,2016/043,H1906,40.0,0.5,6.0,CPN2-18,2.0,3.0,4524.0, 1/2,15.0,CRIN3-18 BL,0.3,45+—4,825.0,8.0,ZS.,0.178,HFR,25.0,1.2,1.2,w/ PLV,EDC17CV44/54,618.0,3.5,8.0,480.0,3.5,8.0,,,,,,,
,53.0,2016/043,H1906,40.0,0.5,6.0,CPN2-18,2.0,3.0,4524.0, 1/2,15.0,CRIN3-18 BL,0.3,45+—4,950.0,8.0,ZS.,0.192,HFR,25.0,1.2,1.2,w/ PLV,EDC17CV44/54,618.0,3.5,8.0,480.0,3.5,8.0,,,,,,,
,54.0,2016/043,H1906,40.0,0.5,6.0,CPN2-18,2.0,3.0,4524.0, 1/2,15.0,CRIN3-18 BL,0.3,45+—4,825.0,7.0,ZS.,0.191,HFR,25.0,1.2,1.2,w/ PLV,EDC17CV44/54,618.0,3.5,8.0,480.0,3.5,8.0,,,,,,,
,55.0,2016/042,H1904,40.0,0.5,6.0,CB28-14,2.0,3.0,2518.0, 2/1,9.5,CRIN14S3,0.25,,700.0,6.0,ZS.,0.189,HFR,27.0,no,no,w/ PLV,EDC17CV44-5.04,370.0,3.6,8.0,300.0,3.6,8.0,,,,,,,
,56.0,2016/041,H1902,40.0,0.5,4.0,CB08 ,1.0,3.0,704.0, 1/2,8.3,CRI2-16,0.85,40,300.0,6.0,Ks1.3,0.125,HFR,15.0,no,no,w/o,EDC17C63,316.0,3.0,6.35,163.0,3.0,6.35,,,,,,,
,57.0,2016/040,H1902,40.0,0.5,6.0,CB28-18,2.0,3.0,2518.0, 1/2,9.5,CRIN14 S3,0.25,,650.0,6.0,ZS.,0.184,HFR14 S3,27.0,no,no,,EDC17CV44/54,370.0,3.6,8.0,300.0,3.6,8.0,,,,,,,
,58.0,2016/029,H1902,40.0,0.5,6.0,CPN2-16 (BL)+,2.0,3.0,3619.0, 1/2,12.0,CRIN2-16 BL,0.3,52+—5,500.0,6.0,K=0,0.161,WFR,44.0,1.1,1.1,w/ PLV,EDC17CV44/54,380.0,3.6,8.0,345.0,3.6,8.0,,,,,,,
,59.0,2016/024,H1902,40.0,0.5,4.0,CB08,1.0,3.0,704.0, 1/2,8.3,CRI14 S3,0.85,,350.0,6.0,K=0,0.145,HFR,15.0,no,no,w/o,EDC17C63,347.0,3.0,6.35,206.0,3.0,6.35,,,,,,,
,60.0,2016/023,H1902,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI1-18,0.87,36+—4,705.0,7.0,K=0,0.134,HFR,14.0,no,0.85,w/o,EDC17CV44/54,304.8,3.0,6.35,228.8,3.0,6.35,,,,,,,
,61.0,2016/014,H1906,40.0,0.5,6.0,CPN2-16(BL)+,2.0,3.0,3619.0, 1/2,12.0,CRIN2-16BL,0.3,52+—5,1100.0,8.0,Ks=0,0.206,HFR,27.0,1.1,1.1,w/ PLV,EDC17CV44/54,350.0,3.5,8.0,427.5,3.5,8.0,,,,,,,
,62.0,2016/013,H1904,40.0,0.5,4.0,CB18-14,2.0,2.0,1018.0,0.67,9.0,CRI1-16,0.85,40+—4,420.0,7.0,Ks1.3,0.136,HFR,17.36,no,no,w/o,EDC17CV44_5.03,337.5,3.0,6.35,227.0,3.0,6.35,,,,,,,
,63.0,2016/008,H1908,40.0,0.5,4.0,CB18-16,2.0,2.0,1018.0, 1/2,9.0,CRI1-18,0.87,36+—4,705.0,7.0,Ks1.3,0.124,HFR,14.0,no,0.85,w/o,EDC17CV44/54,304.8,3.0,6.35,228.8,3.0,6.35,,,,,,,
,64.0,2015/185,H1901,40.0,0.5,4.0,CB08-16,1.0,3.0,704.0, 1/2,8.3,CRI1-16,0.85,40,400.0,6.0,k0,0.157,HFR,15.0,no,no,w/o,EDC17C63,258.0,3.0,6.35,167.0,3.0,6.35,,,,,,,
,65.0,2015/179,H1906,40.0,0.5,6.0,CPN2-16 (BL)+,2.0,3.0,3619.0, 1/2,12.0,CRIN2-16,0.3,52+—5,660.0,8.0,K=0,0.179,0 4,44.0,1.1,1.1,w/ PLV,EDC17CV44-5.04,380.0,3.6,8.0,345.0,3.6,8.0,,,,,,,
,66.0,2015/177,H1902,40.0,0.5,4.0,CB08-16,1.0,3.0,704.0, 2/1,8.3,CRI1-16,0.85,40+—4,425.0,6.0,Ks=0,0.1596,HFR,15.0,no,no,w/o,EDC17CV44_5.03,199.4,3.0,6.35,300.0,3.0,6.35,,,,,,,
,67.0,2015/177,H1902,40.0,0.5,4.0,CB08-16,1.0,3.0,704.0, 2/1,8.3,CRI1-16,0.85,40+—4,460.0,6.0,Ks=0,0.1667,HFR,15.0,no,no,w/o,EDC17CV44_5.03,199.4,3.0,6.35,300.0,3.0,6.35,,,,,,,
,68.0,2015/175,H1904,40.0,0.5,4.0,CP1H-18,3.0,1.0,843.0,0.67,6.9,CRI1-18,0.87,36+—4,800.0,7.0,Ks=1.3,0.1315,HFR,18.0,no,0.85,w/ PCV,EDC17C81,459.0,3.0,6.35,193.0,3.0,6.35,,,,,,,
,69.0,2015/175,H1901,40.0,0.5,4.0,CP1H-18,3.0,1.0,843.0,0.67,6.9,CRI1-18,0.87,36+—4,750.0,7.0,Ks=1.3,0.1274,HFR,18.0,no,0.85,w/ PCV,EDC17C81,459.0,3.0,6.35,193.0,3.0,6.35,,,,,,,
,70.0,2015/174,H1902,40.0,0.5,4.0,CB18-14,2.0,2.0,1018.0,0.67,9.0,CRI1-16,0.85,40+—4,420.0,8.0,Ks=1.3,0.127,HFR,17.36,no,no,w/o,EDC17CV44_5.03,337.5,3.0,6.35,227.0,3.0,6.35,,,,,,,
,71.0,2015/171,H1902,40.0,0.5,4.0,CB08-16,1.0,3.0,704.0,2,8.3,CRI1-16,0.85,40+—4,500.0,6.0,Ks=0.5,0.1605,HFR,15.0,no,no,w/o,EDC17CV44_5.03,199.4,3.0,6.35,300.0,3.0,6.35,,,,,,,
,72.0,2015/171,H1902,40.0,0.5,4.0,CB08-16,1.0,3.0,704.0,2,8.3,CRI1-16,0.85,40+—4,460.0,6.0,Ks=0.5,0.1544,HFR,15.0,no,no,w/o,EDC17CV44_5.03,199.4,3.0,6.35,300.0,3.0,6.35,,,,,,,
,73.0,2015/143,H1903,40.0,0.5,6.0,CPN2-16BL,2.0,3.0,3619.0, 1/2,12.0,CRIN2-16,0.3,52+—5,560.0,6.0,Ks=0,0.17,HFR,44.0,1.1,1.1,w/ PLV,EDC17CV44,380.0,3.5,8.0,345.0,3.5,8.0,,,,,,,
,74.0,2015/141,H1906,40.0,0.5,6.0,CPN2-18,2.0,3.0,4524.0, 1/2,15.0,CRIN3-18 BL,0.2,45+—4,400.0,7.0,K=0,0.144,HFR,22.0,1.2,1.2,w/ PLV,EDC17CV41,333.5,3.6,8.0,419.5,3.6,8.0,,,,,,,
,75.0,2015/135,H1902,40.0,0.5,4.0,CB18-14,2.0,2.0,1018.0, 1/2,9.0,CRI1-16,0.85,40+—4,390.0,6.0,K=0,0.155,HFR,17.4,no,no,w/o,EDC17C63,275.0,3.0,6.35,285.0,3.0,6.35,,,,,,,
,76.0,2015/109,H1906,40.0,0.5,6.0,CB28-18,2.0,3.0,2518.0, 1/2,9.5,CRIN2-16,0.25,52+—5,500.0,7.0,K=0.5,0.161,HFR,27.0,1.1,1.1,w/ PLV,EDC17CV44,340.0,3.5,8.0,415.0,3.5,8.0,,,,,,,
,77.0,2015/091,H1901,40.0,0.5,6.0,CPN2-18,2.0,3.0,4524.0, 1/2,15.0,CRIN3-18 BL,0.25,45+—4,770.0,8.0,ZS.,0.1721,WFR,32.0,1.2,1.2,w/ PLV,EDC17CV41,380.0,3.5,8.0,380.0,3.5,8.0,,,,,,,
,78.0,2015/091,H1901,40.0,0.5,6.0,CPN2-18,2.0,3.0,4524.0, 1/2,15.0,CRIN3-18 BL,0.25,45+—4,660.0,8.0,ZS.,0.159,WFR,32.0,1.2,1.2,w/ PLV,EDC17CV41,380.0,3.5,8.0,380.0,3.5,8.0,,,,,,,
,79.0,2015/091,H1901,40.0,0.5,6.0,CPN2-18,2.0,3.0,4524.0, 1/2,15.0,CRIN3-18 BL,0.25,45+—4,710.0,8.0,ZS.,0.1651,WFR,32.0,1.2,1.2,w/ PLV,EDC17CV41,380.0,3.5,8.0,380.0,3.5,8.0,,,,,,,
,80.0,2015/085,H1903,40.0,0.5,4.0,CP4.1,1.0,2.0,465.0, 1/1,7.0,CRI2-16,0.85,40,410.0,8.0, Ks=1.3,0.1258,HFR,15.0,no,0.85,w/o,EDC17C53-1.10,466.5,3.0,6.35,217.0,3.0,6.35,,,,,,,
,81.0,2015/085,H1903,40.0,0.5,4.0,CP4.1,1.0,2.0,465.0, 1/1,7.0,CRI2-16,0.85,40,350.0,8.0,Ks=1.3,0.1169,HFR,15.0,no,0.85,w/o,EDC17C53-1.10,466.5,3.0,6.35,217.0,3.0,6.35,,,,,,,
,82.0,2015/085,H1903,40.0,0.5,4.0,CP4.1,1.0,2.0,465.0, 1/1,7.0,CRI2-16,0.85,40,358.0,7.0,Ks=1.3,0.1259,HFR,15.0,no,0.85,w/o,EDC17C53-1.10,466.5,3.0,6.35,217.0,3.0,6.35,,,,,,,
,83.0,2015/085,H1903,40.0,0.5,4.0,CP4.1,1.0,2.0,465.0, 1/1,7.0,CRI2-16,0.85,40,375.0,8.0,Ks=1.3,0.1209,HFR,15.0,no,0.85,w/o,EDC17C53-1.10,466.5,3.0,6.35,217.0,3.0,6.35,,,,,,,
,88.0,2015/060,H1908,40.0,0.5,4.0,CB18-14,2.0,2.0,1018.0, 1/2,9.0,CRI1-16,0.85,40+—4,400.0,8.0,zyl.=0,0.1332,HFR,17.4,no,0.85,w/o,EDC17CV44-5.04,424.0,3.0,6.35,200.0,3.0,6.35,,,,,,,
,90.0,2015/059,H1904,40.0,0.5,4.0,CB18-16,2.0,3.0,1408.0, 1/2,8.3,CRI1-16,0.85,40+—4,400.0,7.0,zyl.=0,0.1432,HFR,17.4,no,no,w/o,EDC17C63-2.10,239.5,3.0,6.35,282.4,3.0,6.35,,,,,,,
